height,weight,gender,gender_male
28778.31982,135.2049793,female,0
34464.59941,136.4082572,female,0
20679.17309,126.8826086,female,0
31762.02089,136.6407296,female,0
29196.71775,127.6523258,female,0
27892.31555,131.3643874,female,0
29212.82864,142.9626028,female,0
22537.30871,129.3132641,female,0
28157.94116,132.1583799,female,0
30126.93568,135.0392743,female,0
34143.25683,140.781295,female,0
27164.74166,142.7923888,female,0
26216.48794,132.8672092,female,0
27219.20206,134.641423,male,1
32096.1633,144.7284279,female,0
30028.5615,137.8377013,male,1
27126.87989,131.0559883,female,0
30671.45362,136.5845879,female,0
29231.00607,135.1273814,male,1
32287.22028,139.6571138,female,0
26562.30734,135.1278822,male,1
27796.68495,133.6214187,male,1
27582.20716,136.7026596,male,1
24138.23678,127.2788424,female,0
29915.57766,136.8737773,female,0
29794.40291,126.3142729,female,0
28917.38837,139.6072057,male,1
28107.90686,135.5595067,male,1
24288.06691,132.9131968,female,0
27487.50015,118.4154965,female,0
27746.51597,143.7283009,female,0
26236.62217,130.2906655,female,0
28354.22989,139.7344855,female,0
30290.09862,131.8207246,male,1
35668.80179,147.494799,male,1
29496.6123,130.6058112,male,1
29782.30455,133.1689072,female,0
28647.43811,144.1979272,male,1
22744.34617,124.4527319,male,1
28809.92312,135.954595,male,1
29105.14548,139.6514897,male,1
37881.77935,149.79462,male,1
28249.67299,134.7902897,female,0
29934.35404,138.3325417,male,1
28782.10047,146.8435191,female,0
25063.07551,128.8685158,female,0
32916.20197,141.7196093,female,0
31513.11264,144.0129371,female,0
31652.08177,144.4827894,female,0
25890.78121,136.3882143,male,1
33866.28385,145.2076227,male,1
24330.22503,122.2757201,female,0
30929.75424,146.1014431,female,0
36827.35871,140.2205512,female,0
25630.29272,131.5604957,male,1
27006.65703,128.3971321,female,0
29239.80768,135.1775651,male,1
27213.53155,134.1264338,female,0
23868.20004,128.8534689,male,1
29133.5842,137.4524186,female,0
25401.01629,137.7570378,male,1
30532.64324,139.6356337,female,0
25858.4917,129.1820957,male,1
34410.00664,147.5701079,male,1
26298.28738,137.031086,male,1
27815.36321,127.2516533,male,1
31732.13957,142.0545864,male,1
24866.56402,132.3515421,male,1
29678.53758,134.6494822,male,1
33515.14758,148.4142478,female,0
23692.95724,126.2123059,female,0
29531.16409,136.5510516,female,0
29790.35541,135.4340548,female,0
31619.32246,138.9870096,female,0
24847.37229,123.333871,male,1
24584.80808,121.1974625,male,1
30701.84362,145.5822331,male,1
29918.56788,132.2501166,male,1
29757.95036,131.2955025,male,1
30089.92655,125.9652905,female,0
26634.15931,128.4050677,female,0
29695.05675,129.5458195,female,0
29905.03556,144.6754382,female,0
26522.23497,136.4773284,male,1
35591.74479,140.8881208,male,1
30533.48369,148.6313436,male,1
24991.48851,133.9523099,female,0
31175.38853,136.6586111,male,1
25681.08276,117.6295631,female,0
31638.03787,150.3901359,male,1
32973.45934,133.8451156,male,1
26177.03206,122.6695947,female,0
32268.2882,144.9297328,male,1
30320.49396,149.2626667,male,1
31762.58283,146.0316649,female,0
35708.8785,147.3035105,male,1
28071.70194,136.7468311,female,0
26394.10886,135.498397,male,1
25954.77453,134.3470708,male,1
26192.79967,132.3269057,male,1
28638.44866,135.135497,male,1
30071.55518,136.3927942,male,1
29848.4045,132.6136311,male,1
31780.84626,137.7325409,male,1
28944.22334,126.6002254,male,1
34053.29199,141.7759723,female,0
28007.17109,128.7337603,female,0
38888.5072,143.0828992,male,1
31066.41495,139.0278075,male,1
26059.13622,137.6742236,female,0
25373.64658,134.2371205,male,1
30563.68417,129.5598591,male,1
28145.22009,128.9345454,female,0
31378.58135,143.2738584,male,1
30531.40331,132.4537512,male,1
28652.9121,133.5126897,female,0
26092.60732,133.5162919,male,1
23978.99565,122.5840416,male,1
27401.78672,133.2943028,female,0
31885.09779,132.6118665,male,1
29632.50234,133.0636305,female,0
24819.67466,130.3702158,male,1
29491.81431,127.900936,male,1
30224.92604,139.1289606,female,0
25973.00511,130.4825238,female,0
29425.0285,138.5310753,male,1
29098.24847,136.4106143,female,0
25144.5391,136.1058507,female,0
30129.2782,137.4150593,male,1
30838.11532,135.6568949,male,1
32699.67423,141.0267437,male,1
32593.97685,142.9855004,female,0
24405.72144,128.3559535,female,0
25799.34644,130.5138333,female,0
30677.64604,134.0652179,female,0
30673.26983,134.2544252,male,1
30677.68955,130.5622121,female,0
43483.64106,163.0115412,male,1
30873.61933,131.6351364,female,0
32889.87411,137.2133022,male,1
32234.61793,136.1779725,male,1
31157.16131,142.7315781,male,1
27838.02404,131.9489054,female,0
31538.09878,145.0335565,male,1
26332.12015,127.7684208,male,1
28100.42504,135.2108778,female,0
27273.32171,128.396447,male,1
29179.04241,146.1351163,female,0
37305.60355,140.6353007,female,0
22899.96628,127.2127776,male,1
31280.37995,141.6001854,male,1
23676.85129,129.0054161,female,0
27317.70362,131.7139024,male,1
32721.01337,139.7956495,female,0
29118.96526,135.5404575,female,0
25351.82114,128.8762661,female,0
26519.13333,136.242877,male,1
31256.81766,149.4506038,female,0
26470.09699,128.5607079,male,1
29640.64464,129.2332781,male,1
29055.15193,134.786449,male,1
26727.01712,144.640545,male,1
36649.05953,141.7013476,female,0
31095.51001,146.3651791,male,1
22424.63545,133.2627911,female,0
29537.42119,133.1643304,female,0
26693.72215,134.5359831,male,1
31870.9376,147.4041498,female,0
26268.2384,129.1417576,female,0
28511.21254,133.408416,male,1
30642.45796,134.6165318,female,0
31918.52087,134.2549923,female,0
24963.06336,125.7521302,female,0
27773.88491,127.2077925,female,0
27307.74325,132.7956908,male,1
26721.36452,127.8834877,female,0
35214.22728,144.9962008,female,0
30293.33884,129.2454303,female,0
24771.97739,130.3499814,female,0
32104.97768,143.7569545,male,1
36565.68576,135.6421028,female,0
32516.98034,142.0326092,male,1
23964.99063,133.5414951,female,0
27277.05242,126.5306245,male,1
33368.00429,149.6974177,male,1
26544.00342,133.5567477,male,1
30428.68362,133.6940379,male,1
31593.76157,138.5943249,male,1
25834.35641,133.1569822,female,0
28697.96812,135.0824002,female,0
18930.27244,121.4874433,female,0
25522.01902,125.2746938,male,1
28047.64735,134.5839634,female,0
24813.23347,121.6925116,male,1
34716.6751,142.6059262,male,1
24242.04975,123.3297549,female,0
27423.21266,129.1221279,female,0
29346.22727,141.8341688,male,1
34008.05605,147.662917,male,1
24224.2387,130.8663798,female,0
32990.05175,135.3542549,female,0
28934.80288,133.4691231,female,0
25659.20651,136.1579452,female,0
30492.50577,138.0191019,male,1
29580.76544,147.5919462,female,0
26895.28865,133.9655048,female,0
29137.81432,136.309256,female,0
27604.78043,131.5278497,male,1
29287.24759,136.2352913,male,1
31195.086,137.5483042,male,1
34544.00211,146.4706275,male,1
24844.64602,133.5944341,female,0
36607.29661,141.7352196,male,1
22643.96616,118.5833962,female,0
28386.23455,125.0600477,female,0
30934.89022,140.4815427,female,0
29863.26799,130.8881263,female,0
26821.5971,121.1220494,male,1
28196.71584,135.9022818,male,1
27248.10181,144.9999929,male,1
26930.89491,132.0228217,female,0
31860.8295,143.4404644,female,0
30126.59866,137.1942242,female,0
26592.11975,131.0410038,female,0
32039.56757,144.0933818,female,0
29954.26167,135.0851249,male,1
31729.80569,140.4012722,female,0
31080.38131,139.7566332,male,1
26150.14024,127.5145727,female,0
27026.76474,137.1593065,female,0
31496.64303,137.8616692,male,1
31012.51409,134.2731255,male,1
28828.97827,137.5780412,female,0
29300.28967,131.094297,female,0
33407.3034,141.5292303,female,0
26923.65295,131.9965481,female,0
30790.06265,143.1649647,male,1
28216.63317,136.3625279,female,0
28164.62242,133.7864592,male,1
32756.57235,144.5827158,female,0
31774.5468,146.0781195,male,1
31732.11256,141.8565997,male,1
33509.05544,141.5791571,female,0
28971.45718,128.545838,male,1
31265.14609,133.0841965,female,0
27854.71957,131.9225427,male,1
30012.67398,133.5732708,female,0
28459.20734,133.4144282,male,1
29230.7271,135.7682294,female,0
30958.95507,140.6242489,female,0
26184.99819,130.5564027,male,1
36451.92519,147.8944446,male,1
25580.748,130.2922852,male,1
24919.18412,119.0517241,male,1
32971.69905,136.0938774,female,0
31654.32614,138.2378757,male,1
31060.95993,132.0721254,female,0
31075.85654,141.1413712,male,1
28858.37597,142.5925203,female,0
25929.84168,136.6075374,female,0
29158.31013,134.3118084,female,0
26643.50498,139.0678221,female,0
32310.49294,140.618936,male,1
28402.16749,132.5792832,male,1
26161.45409,127.8055007,female,0
27817.61702,131.8807224,male,1
30321.01818,135.1237732,male,1
27015.11506,133.0334583,female,0
26172.05529,131.6917679,male,1
29734.47486,136.2336662,male,1
29738.8872,138.4095237,male,1
27202.09234,138.4185155,female,0
27320.65747,137.3925791,male,1
29694.3545,128.7357598,female,0
24186.20806,114.9899726,male,1
24312.71859,132.6342807,male,1
26508.90586,124.5733854,male,1
28178.83565,132.8089372,female,0
29966.75207,130.7039727,female,0
34133.87873,133.3668789,male,1
31889.60072,141.9956118,female,0
28358.76703,137.9960832,male,1
28835.38105,132.022367,female,0
25591.90667,117.0321417,female,0
28837.08961,132.1762121,male,1
27926.89301,135.5157268,male,1
30007.65783,129.219035,male,1
26155.8459,131.7806449,male,1
30692.75023,137.5201833,female,0
34346.24116,145.5601521,female,0
28531.39837,135.0541011,female,0
30281.95709,132.1432139,male,1
31294.11944,144.4335775,male,1
27551.94818,132.2012498,female,0
29666.93618,135.9839397,male,1
28942.83002,130.3966222,female,0
29233.0528,133.2719692,female,0
26331.52115,126.7109375,female,0
28983.39467,134.2578206,female,0
30617.99442,146.0485339,female,0
34044.47004,135.3962123,male,1
32253.54086,131.7285471,male,1
36684.43983,153.1217639,male,1
26349.90051,130.1166438,female,0
31941.98449,136.0162395,female,0
29526.72425,141.1162335,female,0
36824.85366,142.920937,female,0
26217.12044,140.0885571,male,1
26115.45901,134.1910201,male,1
26897.99216,129.5634797,female,0
22129.84784,135.1670624,female,0
27140.07476,129.3426503,female,0
26376.57719,134.9148136,male,1
29413.6007,137.2484318,male,1
30073.65003,143.2174863,male,1
35630.98256,152.1884102,female,0
32221.7716,139.9121399,female,0
26971.80935,128.3483924,male,1
25926.10501,132.8077874,female,0
30596.72363,134.071019,male,1
24585.50867,138.4657702,female,0
35462.38393,144.8399705,male,1
33049.20431,139.0705928,female,0
27326.81536,133.5775233,male,1
23368.82559,119.6986959,male,1
33686.46311,136.9112917,male,1
28511.87646,140.4293703,male,1
33261.79438,137.9046102,male,1
23733.16592,121.7933068,male,1
26898.04996,134.6863886,female,0
28917.83133,140.9547393,female,0
29059.95474,138.8296695,female,0
27390.03329,137.7299111,male,1
31056.48397,134.3302742,male,1
25384.07188,122.5528445,female,0
28417.93694,141.7947708,male,1
29310.45225,133.988079,male,1
30675.55677,136.3180291,male,1
31370.13016,145.1990451,male,1
25202.69887,132.1579396,male,1
23919.36245,129.608868,female,0
33407.347,152.2133958,female,0
30040.9109,133.4439789,female,0
26411.16899,135.896768,female,0
34414.52396,143.0408255,female,0
29294.63182,136.9213346,male,1
33048.68461,148.5388281,male,1
29130.01871,137.8767712,male,1
36331.21115,147.99522,male,1
35176.28101,149.1392409,female,0
28059.72021,131.9304156,female,0
32297.73624,135.6618064,female,0
31135.92924,133.0028338,male,1
33740.66253,132.0113748,female,0
25712.36796,140.4564183,male,1
31279.64162,132.9142155,female,0
32610.66949,139.1858543,female,0
23229.6022,124.8222361,male,1
25016.93113,130.6207409,male,1
22382.45738,128.8825252,female,0
27991.27477,137.9553333,female,0
31391.13036,135.6723241,male,1
34233.72165,141.6761767,female,0
29152.47126,136.7833737,female,0
34702.53171,141.8996221,male,1
24398.12305,136.1362206,female,0
23398.65088,128.9379626,male,1
28711.44638,138.3966504,female,0
30220.57315,140.2347336,male,1
28788.94475,140.7038955,female,0
22298.12854,125.5678973,male,1
28597.7861,128.0702401,female,0
24634.96777,130.4760923,male,1
31221.7328,135.0915783,female,0
30159.87346,134.1899078,female,0
25792.74613,133.2324212,female,0
27179.2584,138.6220808,female,0
25410.86735,129.8102903,female,0
28687.28394,136.2307696,female,0
32238.71357,148.2867863,female,0
25645.69703,131.2751357,female,0
30639.16444,150.5286481,female,0
27125.24141,135.1762601,male,1
26267.0971,122.231822,male,1
28537.24233,138.2315563,female,0
25487.34877,131.7295803,male,1
27048.24512,138.6805172,female,0
24970.70631,132.3765173,female,0
35966.07994,144.1313457,male,1
29020.02043,129.0548266,female,0
26569.89485,130.4562562,female,0
29632.11044,131.8172973,male,1
28519.34639,131.5357425,male,1
28153.58612,136.838044,female,0
31025.88685,146.420356,male,1
31532.90801,140.7608962,male,1
27124.43924,126.368079,female,0
26975.37465,134.3439221,male,1
27972.38957,139.6078989,male,1
21603.35214,120.4414797,female,0
23977.93078,126.7539589,male,1
33734.20704,141.9078123,male,1
34763.4821,139.300347,female,0
28059.47936,136.996222,female,0
30893.53547,137.2780441,female,0
29967.93819,138.653913,male,1
40316.14545,145.9569432,female,0
32831.8995,138.4105831,female,0
28466.71648,137.9723188,male,1
25742.46826,128.358132,female,0
23696.14949,135.6025877,female,0
29595.91611,134.0191373,female,0
26385.61411,132.3416699,female,0
24266.61795,132.5516856,male,1
26743.45784,124.6753069,female,0
25339.7114,120.7882159,female,0
34920.92625,135.8074266,male,1
31975.30404,145.7211193,female,0
28872.89938,132.2008461,male,1
34150.83354,155.1907171,male,1
29163.65083,132.5656035,male,1
26045.81476,131.6163355,female,0
34310.61256,150.3261701,male,1
30761.33655,147.7250147,male,1
25480.95103,140.1212871,male,1
28256.47138,140.0901378,female,0
25999.56867,135.7422214,female,0
24389.69442,131.0486361,female,0
32134.78415,143.5226931,female,0
35756.60377,141.7911546,female,0
24340.46937,123.9161677,female,0
30845.78884,137.7979739,female,0
26730.14884,130.895864,male,1
27267.50281,130.2982328,male,1
26920.95371,135.5199676,male,1
26037.07939,135.4565722,male,1
29065.20897,135.6846426,female,0
26143.81741,138.2328998,male,1
29826.8679,130.6438386,male,1
28729.44281,133.7805122,male,1
28093.28626,130.2211482,male,1
25896.65073,121.1294986,female,0
26972.24399,131.7027399,female,0
31525.39176,138.1682186,female,0
30628.21024,145.0718347,male,1
25671.87359,133.2662822,female,0
29238.71653,130.3757274,male,1
31511.17448,148.0273984,female,0
23502.71344,132.7581421,female,0
30776.94868,140.6272895,female,0
26690.98624,130.5544607,female,0
30872.59376,133.0557972,female,0
26363.17532,129.3226703,male,1
23089.1608,131.4193326,female,0
23631.24515,136.2852193,male,1
29063.72003,142.9566424,male,1
29789.80208,133.8543654,male,1
25907.10233,124.8803297,male,1
31111.99439,138.8973935,male,1
23526.89668,117.8502029,female,0
28675.76534,136.2854396,female,0
24929.20094,128.2069061,female,0
26726.24626,129.410637,female,0
29061.38015,127.263478,male,1
26048.62567,133.2659337,female,0
27607.29945,130.4137181,female,0
32422.65807,134.1818799,male,1
26971.84807,117.7542296,male,1
31811.19131,139.040886,female,0
25186.62045,138.2127237,female,0
30729.40345,145.955317,male,1
34009.14532,139.9223618,female,0
21107.31135,119.6307172,female,0
26254.06034,133.359395,female,0
30895.34646,132.8934334,female,0
28213.76843,135.4937326,male,1
30175.6709,140.6861308,male,1
26882.93018,138.1147402,male,1
29195.15506,134.9321786,female,0
28373.12094,133.2032451,female,0
33006.8305,136.4489974,female,0
29771.50386,132.1377024,female,0
30059.24661,135.5556189,female,0
27516.58258,134.7774427,male,1
27265.91482,137.129892,female,0
27448.01282,128.8213143,female,0
30256.69653,144.4357036,male,1
27486.37556,131.5394596,female,0
29893.63146,136.3420378,male,1
36387.09156,141.6409456,male,1
31937.70982,127.2344222,male,1
27802.14912,137.7901093,male,1
33128.41882,144.6902891,male,1
27529.19628,131.5529853,female,0
22385.77174,125.1443309,male,1
25574.13034,132.5392645,male,1
22889.29371,117.8333111,female,0
27717.21033,130.5971692,female,0
28962.65641,139.0634153,male,1
34880.93107,137.1107394,female,0
30022.24122,138.1024265,female,0
28159.85871,127.1215883,male,1
31788.77034,141.4791778,male,1
21871.05188,123.766116,female,0
29706.64092,128.1024137,male,1
31580.36497,144.6780227,male,1
24091.42849,123.9341109,female,0
32919.58108,136.667508,male,1
30062.34577,137.695328,male,1
27505.2675,138.6667472,male,1
31091.49963,133.0848002,male,1
37135.96032,146.6618635,male,1
29521.6528,138.0534138,female,0
29750.11134,139.706631,female,0
27359.27419,133.5854033,male,1
26082.75269,128.915639,female,0
31792.08753,135.013728,male,1
26062.60294,131.1503003,male,1
29143.83738,129.9971361,male,1
27298.78034,118.0049603,male,1
30551.47357,139.5776981,male,1
30045.5842,141.1879847,female,0
32535.28472,128.3730375,female,0
27191.95592,127.4012645,male,1
27989.70847,136.7463966,female,0
25668.00121,140.3936588,male,1
27409.14257,132.8825022,female,0
30197.05724,133.2464878,male,1
31531.06447,137.8704609,female,0
25849.67679,137.2635555,male,1
31932.28157,136.1182087,male,1
33692.94412,137.7822293,female,0
30322.77151,134.6534569,female,0
35633.34201,139.617336,male,1
26328.9917,131.7444056,female,0
24823.09054,136.9001188,male,1
23168.73573,127.7217951,female,0
34210.36552,141.218454,female,0
31167.66267,136.8127719,male,1
28711.32108,126.9061226,female,0
29859.73157,140.815392,female,0
25200.0098,128.9833688,male,1
37813.72701,146.3263603,female,0
29341.02183,151.6116437,male,1
29273.13902,137.0407385,male,1
31420.28024,134.8698779,male,1
30558.56838,135.2732582,male,1
29666.21809,141.8616487,male,1
26274.87184,131.6139798,female,0
30525.22066,130.1659519,male,1
35653.08491,149.0062672,male,1
33655.44367,138.3863798,female,0
34570.65889,152.332422,female,0
27188.00085,137.8441619,female,0
25633.27538,127.8153664,male,1
28473.90671,140.7761472,male,1
29089.77523,135.6179021,male,1
32739.97667,144.734826,female,0
23432.06391,128.9613409,male,1
34334.4235,138.4159683,female,0
28365.26979,130.9922113,male,1
27466.82711,138.0153987,female,0
25561.28065,128.2656015,male,1
23547.34238,124.7074743,male,1
31766.54097,134.34024,male,1
29149.81864,137.4845852,female,0
24680.53285,138.8628201,female,0
24664.45508,123.1869416,male,1
27769.60716,133.4421738,male,1
34853.23647,150.4062104,male,1
28024.12817,133.3038363,female,0
24015.25783,129.7461442,male,1
28070.51255,128.459317,male,1
27980.17768,135.7779176,male,1
20457.90517,120.5798455,male,1
28715.69225,139.6571756,female,0
28120.15567,139.7822576,female,0
31315.57197,151.42885,male,1
35528.31459,147.1429463,male,1
32857.23598,142.2618067,female,0
27993.00856,134.6274781,female,0
25260.25187,127.701539,male,1
38311.6414,149.5592182,female,0
29101.69336,133.8190851,female,0
28947.379,135.9119513,male,1
28818.03291,141.4673622,female,0
29577.41194,130.957711,female,0
28411.25859,139.9775907,male,1
26982.45799,138.7172653,male,1
27070.58507,131.6753627,female,0
28788.74616,124.2269592,male,1
27081.88683,129.2437662,female,0
26527.13925,137.9207438,male,1
29262.99551,135.4178108,female,0
28039.5788,128.7286028,male,1
34239.77565,139.9960903,female,0
20589.46674,125.9482511,female,0
32730.26202,143.1912021,female,0
33291.96249,140.0357655,male,1
22280.36792,122.7989268,male,1
27746.60566,131.3277713,female,0
27650.89789,128.5307447,female,0
24312.56916,136.03932,male,1
26315.92314,129.4993142,male,1
25247.38,135.5329134,male,1
35164.76468,151.3679325,male,1
32168.85594,144.6699465,male,1
33384.97256,139.1996739,male,1
31405.76607,140.6270108,female,0
25188.69977,129.2337631,male,1
27144.14325,127.8588894,female,0
30587.82225,139.0686692,male,1
24894.12509,122.994162,male,1
31375.03134,144.5033891,female,0
28088.66928,131.4752865,female,0
27639.65832,134.1316942,male,1
31367.8103,139.9712392,female,0
30430.23225,135.9267917,female,0
27685.74469,136.1286382,female,0
32976.12589,138.4221307,female,0
25341.25448,133.9511698,male,1
31032.11873,131.3497796,female,0
30951.72119,138.5974042,male,1
27857.12401,143.1469128,male,1
30019.48855,131.6290085,male,1
24802.74236,125.3557073,male,1
32127.07446,142.1896743,female,0
28274.75162,134.9733982,female,0
27150.06567,134.1395354,male,1
32576.6734,142.6909818,male,1
26554.84146,134.6518889,male,1
24309.60791,133.5061927,male,1
23849.77025,129.2659474,female,0
30997.15864,136.8237615,male,1
24710.49013,131.9607217,female,0
35174.23048,153.2733806,male,1
22254.88302,123.9271842,male,1
34955.74807,138.6096353,male,1
29621.91223,141.5904907,male,1
28572.11076,133.9145286,female,0
27076.96879,121.4120568,female,0
30272.99375,141.232789,female,0
28772.18365,132.1351856,male,1
32772.9539,140.063843,male,1
29289.6788,137.2310399,female,0
29413.28505,136.7040072,female,0
27676.93986,136.729198,male,1
28706.70916,132.53784,male,1
29956.00021,139.1045378,female,0
23377.89506,125.1514246,male,1
24497.92996,131.9531253,male,1
31482.34207,141.7931579,female,0
29483.86199,131.1771337,male,1
28277.84164,139.5099939,female,0
28962.70935,132.4123524,male,1
30093.8591,140.7781975,female,0
27093.95114,134.1376382,male,1
26314.33976,140.2993948,female,0
29569.7094,134.8618964,female,0
25669.25389,128.3615521,female,0
30304.7264,136.9441657,female,0
23401.09484,124.9711831,male,1
32505.0453,144.1454877,male,1
30529.16628,129.2814344,female,0
29777.05622,131.0117366,male,1
32337.7175,134.5744403,male,1
34839.99362,148.0789102,male,1
32451.75288,148.6249172,male,1
22979.90941,125.2733828,male,1
24713.17003,127.7580066,female,0
26814.65666,132.2261679,female,0
28988.77765,140.9398468,female,0
30686.83776,132.9515294,female,0
26485.14144,132.5631258,male,1
29538.49518,140.809822,male,1
26388.75837,133.7285562,female,0
26858.23487,132.8903191,male,1
24315.22181,132.971925,male,1
25846.24293,116.8676723,female,0
24486.97747,131.6309536,male,1
25677.2638,126.8502553,female,0
32593.39821,131.1150445,female,0
25762.1796,132.8090186,male,1
38543.04255,155.0302031,male,1
30601.61712,136.7793469,female,0
29531.85926,140.6885534,female,0
26055.26136,138.7696024,male,1
31330.09698,145.0761217,female,0
26975.96728,140.3216335,female,0
29316.32201,139.3206865,female,0
38259.69071,148.1775909,male,1
28574.31909,126.5098714,female,0
32939.61223,139.5160542,male,1
26558.64586,127.2678849,female,0
28781.16155,145.6797711,male,1
35234.29565,142.9745741,female,0
26807.62077,132.4811887,male,1
35390.82207,146.8196697,male,1
31356.44786,138.7567719,male,1
27019.24985,140.6629213,female,0
31090.18027,135.0487919,female,0
32301.27134,140.8358095,female,0
31052.81863,134.3966969,male,1
23807.79652,120.5487638,female,0
26480.60645,128.3054687,male,1
28064.56319,133.5772228,female,0
28647.48037,132.4813217,male,1
31048.80852,134.6412556,male,1
29507.34117,128.8569177,male,1
24538.14364,127.9077503,female,0
30207.12773,129.3773874,female,0
31013.27303,141.8532085,female,0
30834.62406,138.211151,male,1
32691.46316,133.1161461,male,1
31804.87794,137.6235654,female,0
30482.2969,133.5351184,female,0
28661.9289,136.245044,female,0
23528.61195,133.3974476,male,1
30379.15913,127.7722287,male,1
29610.45155,136.6135688,male,1
29830.74355,135.5572302,male,1
24722.06353,131.9729575,male,1
25341.27609,130.6607004,female,0
32591.63279,136.5059176,male,1
28765.66894,133.2069546,male,1
31263.54669,134.4273742,male,1
28996.36267,140.5216276,male,1
29001.25942,135.2553389,male,1
32178.20259,149.1973725,female,0
27172.07814,132.1164723,male,1
29227.73456,131.9385701,male,1
27349.63386,125.1200516,male,1
27441.59152,123.8118205,female,0
27858.37352,125.5334597,female,0
29660.18916,137.4463021,female,0
27295.17471,135.149882,male,1
33327.26317,133.3728271,female,0
25938.36739,135.0021551,male,1
28268.12851,131.6503365,male,1
27424.25074,133.5353098,female,0
34029.09931,150.2959926,male,1
29572.14962,140.4669705,male,1
32514.74175,138.8165695,male,1
24069.78369,123.116237,female,0
29815.10249,125.5761743,male,1
32003.889,135.8523874,male,1
29180.44263,134.3557688,female,0
32636.15812,135.3915042,male,1
27167.978,131.7572729,male,1
33890.40732,142.4309966,female,0
37244.74688,145.3702107,male,1
27679.51408,129.9357943,male,1
27405.13868,133.6157608,male,1
34052.73987,144.4766256,male,1
34520.05011,137.4458653,male,1
27149.61417,139.4403618,female,0
27489.02052,132.4061253,female,0
27949.87259,133.6853251,female,0
24509.62298,131.8188196,female,0
25860.97552,131.5728209,male,1
25586.75126,134.7449793,male,1
26348.43959,132.596633,male,1
28782.19169,131.7643887,male,1
29701.81574,137.9785913,male,1
34412.10685,137.0338714,female,0
25605.26734,130.5510283,female,0
32343.58521,139.755462,male,1
28177.01705,132.8894715,male,1
28732.06805,134.1099939,male,1
31239.92441,128.9648522,female,0
25208.7956,126.6427654,male,1
30214.81686,137.3762732,male,1
29468.70814,136.631543,male,1
30598.58512,132.3238806,female,0
29891.53524,142.7743824,male,1
37850.87035,142.9456265,female,0
26772.35528,136.6585861,female,0
27122.80613,134.480987,female,0
26820.15262,128.6531608,female,0
27042.23328,141.0991689,female,0
26773.51,125.8448802,female,0
33084.03224,145.5408535,male,1
33931.49768,147.1054328,male,1
26992.03773,128.7931675,male,1
26139.27263,137.8005486,female,0
30525.03615,136.1068452,male,1
27052.93668,133.6823529,female,0
31092.02845,139.4662683,female,0
29594.05605,135.3430714,female,0
23976.21803,131.4753208,male,1
34400.99492,146.7049696,female,0
35328.50175,135.2367285,female,0
26854.06945,138.4577578,male,1
27596.84595,124.7490323,male,1
29880.11423,141.592058,female,0
30048.33922,142.3058096,female,0
31182.41858,132.8378892,male,1
36138.78766,142.9969513,male,1
28301.51046,128.5867405,male,1
26249.51722,129.9339086,female,0
24400.56678,126.5632324,male,1
26468.26374,135.2436525,male,1
28787.47803,141.3859089,male,1
35323.54053,150.9512084,female,0
27166.91373,129.6011034,male,1
29665.88714,135.0728304,male,1
28844.18912,126.5006946,male,1
